BranchID,Employer,SalesForceID,TimesheetType,Date,Enrolled Hours-Total,Enrolled Hours-Hourly,HourlyEnrolledWorked,Enrolled Hours-Salaried,Enrolled Users-Total,UnEnrolled Hours,Total Hours(Enrolled + Unenrolled),UnenrolledUsers-Total,Employees in TA,Last TA File Process Date
1999,Baker Boy,0018W00001simFB,Daily,1/28/2025 0:00,416.03,416.03,52,0,52,0,416.03,0,52,
2000,Fenner Drives,0018W00001gJNQJ,Daily,1/28/2025 0:00,653.57,475.57,51,178,73,0,653.57,0,73,
2001,Cordis,0018W00001gJ0QE,Daily,1/28/2025 0:00,24,0,0,24,3,0,24,0,3,
2002, Nothing Bundt Cakes,0018W00001sjnxw,Daily,1/28/2025 0:00,24,0,0,24,3,0,24,0,3,
2003,Car Toys,0018W00001shHfc,Daily,1/28/2025 0:00,913.96,567.63,67,346.33,110,0,913.96,0,110,
2004,AGAVE & RYE,0018W00001sio4V,Daily,1/28/2025 0:00,8,0,0,8,1,0,8,0,1,44992.41181
2006,LifeShare Blood Center,0018W00001shLSk,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2007,National Carwash Solutions,0018W00001shJma,Daily,1/28/2025 0:00,3170.43,2378.35,259,792.08,358,0,3170.43,0,358,
2008,Thomas Allen,0018W00001ZNiWB,Daily,1/28/2025 0:00,721.75,601.5,75,120.25,89,0,721.75,0,89,
2009,Community Hospital Corporation,0011I00001TTlqX,Daily,1/28/2025 0:00,1189.66,1133.66,80,56,87,0,1189.66,0,87,
2011,Westminster Presbyterian Comm,0018W00001siKMWQA2,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2012,Legacy Vacation Club,0018W00001gM13R,Daily,1/28/2025 0:00,492.21,332.21,44,160,64,0,492.21,0,64,
2013,Cosentino's,0011I00001TRdoE,Daily,1/28/2025 0:00,4532.15,3780.15,580,752,674,0,4532.15,0,674,
2014,Asbury Communities,0011I00001ZKoly,Daily,1/28/2025 0:00,3036.84,2597.34,335,439.5,390,7675.16,10712,992,1382,45705.88333
2015,San Antonio Zoo,,Daily,1/28/2025 0:00,523.25,339.25,51,184,74,0,523.25,0,74,
2016,Tampa Metropolitan Area YMCA,0018W00001gLmjc,Daily,1/28/2025 0:00,714.5,586.5,120,128,136,0,714.5,0,136,
2017,GSP Retail,0018W00001si31q,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2018,R D Merrill,0018W00001gIvJQ,Daily,1/28/2025 0:00,4169.2,3761.2,525,408,576,0,4169.2,0,576,
2020,Titan Technologies LLC,0018W00001siYMR,Daily,1/28/2025 0:00,2194.25,1810.25,228,384,276,3879.25,6073.5,484,760,45706.69583
2021,PGW Auto Glass,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2022,Scheels Sports,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2023,North Central Health Care,0018W00001gKsyM,Daily,1/28/2025 0:00,900.25,812.25,97,88,108,0,900.25,0,108,
2024,Integrated Supply Network,0018W00001silbT,Daily,1/28/2025 0:00,857.46,569.46,64,288,100,0,857.46,0,100,
2025,GO Car Wash,,Daily,1/28/2025 0:00,2642.48,1904.26,283,738.22,375,987.02,3629.5,176,551,
2026,WeStreet Federal Credit Union,0018W00001simIj,Daily,1/28/2025 0:00,613.5,365.5,46,248,77,0,613.5,0,77,
2027,Agri Beef Co,0018W00001gJfpb,Daily,1/28/2025 0:00,4115.56,3825.56,443,290,479,0,4115.56,0,479,
2031,Ingleside,0018W00001siKMW,Daily,1/28/2025 0:00,3737.03,3408.03,161,329,202,0,3737.03,0,202,
2032,Sadiant Health LLC,0011I00001Cnj6O,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,45072.61319
2033,American Health Partners,0011I000006cXHJ,Daily,1/28/2025 0:00,1612.25,924.25,104,688,190,0,1612.25,0,190,45578.54236
2034,Team Industries,0011I00001ZLveu,Daily,1/28/2025 0:00,844.27,600.27,68,244,99,2413.45,3257.72,270,369,
2035,Hope Network,0018W00001ZNblR,Daily,1/28/2025 0:00,3734.75,3462.75,460,272,494,9381.25,13116,1186,1680,
2037,Advanced Medical Management,0018W00001gJa3p,Daily,1/28/2025 0:00,1625.25,1180.5,147,444.75,202,0,1625.25,0,202,
2038,Vivie,0018W00001shVRT,Daily,1/28/2025 0:00,3052.05,2708.05,275,344,318,0,3052.05,0,318,
2039,Foam Holdings,0018W00001siKUB,Daily,1/28/2025 0:00,1582.02,1262.02,143,320,183,0,1582.02,0,183,
2040,Elegance Living,0011I00001YLoqA,Daily,1/28/2025 0:00,3250.93,2840.68,362,410.25,413,0,3250.93,0,413,
2041,First Hospitality,0018W000022BTAf,Daily,1/28/2025 0:00,4595.68,3352.18,463,1243.5,620,0,4595.68,0,620,
2042,Master Electronics,0018W00001sjnxw,Daily,1/28/2025 0:00,1409.25,1025.25,120,384,168,0,1409.25,0,168,
2044,Batson-Cook,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2045,GDI,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2046,Preferred Credit Inc,0018W00001gJOLz,Daily,1/28/2025 0:00,605.79,453.79,58,152,77,0,605.79,0,77,
2047,Holland Home,0018W00001skDek,Daily,1/28/2025 0:00,952.75,759.75,96,193,119,0,952.75,0,119,
2048,ALDI,0018W00001ZOHyY,Daily,1/28/2025 0:00,43296.13,37905.06,5469,5391.07,6142,149418.85,192714.98,21925,28067,45706.94167
2049,The Loss Prevention Group,0018W00001gIewOQAS,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2050,Saint Therese,0018W0000229qdl,Daily,1/28/2025 0:00,1244.5,1076.5,118,168,139,0,1244.5,0,139,
2052,Stratatech Education Group,0018W00001shLR8,Daily,1/28/2025 0:00,627.75,282.52,31,345.23,74,0,627.75,0,74,
2053,LRE Foundation Repair,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2055,MI Windows and Doors,0018W00001gIjCO,Daily,1/28/2025 0:00,8459.31,8049.31,867,410,918,0,8459.31,0,918,
2056,Salm Partners,0018W000027i40i,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2057,Eulen America,0018W000022B5X9,Daily,1/28/2025 0:00,144,0,0,144,18,0,144,0,18,45303.41667
2059,INW Phoenix Formulations,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2060,Western States Equipment Company,0018W0000253eh8,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2061,Encore Group USA,0018W0000253YBl,Daily,1/28/2025 0:00,20179.42,12995.45,1550,7183.97,2447,39702.49,59881.91,4958,7405,45706.90486
2062,Surgery Partners,0011I00001NrODa,Daily,1/28/2025 0:00,4740.91,3970.91,482,770,578,0,4740.91,0,578,
2063,Ayers Oil Co,0018W000024uXSw,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2064,EnCircle,0018W00001gIbPl,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,45520.4875
2065,Lahaina Petroleum LLC,0018W000022B1bC,Daily,1/28/2025 0:00,212.1,172.1,22,40,27,0,212.1,0,27,
2066,Experity,0018W00001gIiNj,Daily,1/28/2025 0:00,1438.59,878.59,106,560,176,0,1438.59,0,176,
2067,Otter Tail Corporation,0018W000022AuWy,Daily,1/28/2025 0:00,237,197,22,40,27,0,237,0,27,
2068,S Abraham and Sons,0011I00001ZLvq4,Daily,1/28/2025 0:00,2034.71,1563.21,165,471.5,223,0,2034.71,0,223,
2069,True North,0018W00001si2eX,Daily,1/28/2025 0:00,6624.22,5238.5,608,1385.72,761,32,6656.22,4,765,
2070,Central Processing Corporation,0018W0000252b2p,Daily,1/28/2025 0:00,3762.54,3386.54,388,376,435,0,3762.54,0,435,
2071,Henderson Libraries,0018W00001ZOGN4,Daily,1/28/2025 0:00,111,79,11,32,15,0,111,0,15,
2072,Credit Union of Texas,0018W00001sj0wt,Daily,1/28/2025 0:00,613.55,317.55,41,296,78,0,613.55,0,78,
2073,Quality Dairy Company,0018W0000253LdF,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2074,Life Alive,0018W000027hwDl,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2075,Yaskawa,0018W000027i3yr,Daily,1/28/2025 0:00,1357.5,1069.5,125,288,161,0,1357.5,0,161,
2077,US Retail,0018W000027jxlZ,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2078,Springstone Inc,0018W000022Ao9R,Daily,1/28/2025 0:00,15282.47,13272.32,759,1958.37,1008,14426.02,29708.49,1181,2189,
2079,Northern Wholesale Supply,0018W000027j7Rz,Daily,1/28/2025 0:00,224.44,183.44,24,41,30,0,224.44,0,30,
2080,CTI Foods,0018W000027k4xsQAA,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2081,Wicomico Public Schools,0018W000027kMoQ,Daily,1/28/2025 0:00,16,0,0,16,2,0,16,0,2,
2082,Newcomb Oil Co.,0018W000022AeYy,Daily,1/28/2025 0:00,3702.43,3302.56,417,399.87,464,0,3702.43,0,464,
2083,VT Industries,0018W000027kOhm,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2084,St Francis Health Services of Morris,0018W000027hyMSQAY,Daily,1/28/2025 0:00,2713.28,2096.53,262,616.75,339,0,2713.28,0,339,
2085,Volunteers of America National Services,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2086,Sorenson,0011I00001TUrL4,Daily,1/28/2025 0:00,6435.4,4907.9,770,1527.5,961,0,6435.4,0,961,
2087,Bold Quail Operations LLC,0018W000027itRH,Daily,1/28/2025 0:00,9198.18,7545.33,1045,1652.85,1251,0,9198.18,0,1251,
2088,Wireless Vision,0018W000027ib2u,Daily,1/28/2025 0:00,7057.4,4897.45,733,2159.95,1003,0,7057.4,0,1003,
2089,Texas Book Company,0018W00001siQMT,Daily,1/28/2025 0:00,365.55,365.55,53,0,53,0,365.55,0,53,
2090,Concord Hospitality,0011I00001ZLmr4,Daily,1/28/2025 0:00,9900.72,8107.1,1101,1786.59,1324,5832,15732.72,729,2053,
2091,INW Manufacturing LLC,0018W00001shD1a,Daily,1/28/2025 0:00,1802.14,1711.14,189,91,201,0,1802.14,0,201,
2092,Senior Star Corporate,0018W0000253bSo,Cumulative,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,45706.90625
2094,Potawatomi Bingo Casino,0018W000027i9pJQAQ,Daily,1/28/2025 0:00,4651.5,3785.5,483,866,587,0,4651.5,0,587,
2095,Avamere,0011I0000118tnB,Daily,1/28/2025 0:00,7054.25,7038.25,843,16,845,0,7054.25,0,845,
2096,Goodwill Industries of Northwest North Carolina,,Daily,1/28/2025 0:00,8,0,0,8,1,0,8,0,1,
2097,Senske,0011I00001ZKWGnQAP,Daily,1/28/2025 0:00,3427.66,2669.44,324,758.22,419,0,3427.66,0,419,
2098,Logs Legal Group,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2099,Associated Feed,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2100,Showplace Cabinetry,0018W000027iJmT,Daily,1/28/2025 0:00,1368.78,1368.78,155,0,155,0,1368.78,0,155,
2101,Integris BioService,0018W0000253Xqn,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2102,I.M.P.A.C.T,0018W0000253sCn,Daily,1/28/2025 0:00,233.64,225.86,27,7.78,28,0,233.64,0,28,
2103,Sunbelt Solomon,0018W000027jtGz,Daily,1/28/2025 0:00,3057.25,3025.25,319,32,323,0,3057.25,0,323,
2105,MINACT,0018W0000253ThM,Daily,1/28/2025 0:00,586.22,130.22,17,456,74,0,586.22,0,74,
2106,Novo Building Products,0018W0000253TLj,Daily,1/28/2025 0:00,2225,1848.5,225,376.5,272,0,2225,0,272,
2107,AER Manufacturing,0018W000027kGt2,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2108,YMCA of Metropolitan Dallas,0018W000027irUH,Daily,1/28/2025 0:00,1026.4,682.8,160,343.6,203,0,1026.4,0,203,
2109,Life Science Innovations,0018W00002DLIfD,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2110,CAPITAL DISTRICT YMCA,0018W00002DLV39,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2111,ODW Logistics,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2112,Service Linen Supply,0018W00002DLUwSQAX,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2113,"The GEO Group, Inc",0011I00000VPbNxQAL,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2114,Hero DVO,0018W000027jtZh,Daily,1/28/2025 0:00,2089.55,1781.03,224,308.52,262,0,2089.55,0,262,
2115,Relay Resources,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2116,Haven Health,0018W000027jGSz,Daily,1/28/2025 0:00,1333.37,1020.17,113,313.2,151,0,1333.37,0,151,
2117,Four Winds Casino,0011I00000uWrPB,Daily,1/28/2025 0:00,5147.46,4309.46,574,838,677,0,5147.46,0,677,
2118,EN Engineering LLC,0018W000027jyIx,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2119,Dead River Company,0018W000027jlmm,Daily,1/28/2025 0:00,1131.94,1059.94,119,72,128,0,1131.94,0,128,
2120,"Colorvision International, Inc",0018W000027iETi,Daily,1/28/2025 0:00,16,0,0,16,2,0,16,0,2,
2121,Engineered Floors,0011I00001TTZWs,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2122,Exception_Test_789,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2123,First Community Credit Union,0018W00002541sm,Daily,1/28/2025 0:00,690.14,449.89,56,240.25,86,0,690.14,0,86,
2124,Overhill Farms,0018W000027jfEY,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2125,Dot Foods,,Daily,1/28/2025 0:00,8,0,0,8,1,0,8,0,1,
2127,St. Mary’s Hospital Clearwater Valley Hospital,0018W000024ucVD,Daily,1/28/2025 0:00,281,241,29,40,34,0,281,0,34,
2128,Mans Lumber,0018W0000253rMOQAY,Daily,1/28/2025 0:00,465.5,369.5,44,96,56,0,465.5,0,56,45652.42847
2129,City of Southlake,0018W00001gIpRQ,Daily,1/28/2025 0:00,491.2,411.2,52,80,62,0,491.2,0,62,
2130,Summit Healthcare Management,0018W000027iprq,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2131,Saint John's On The Lake,0018W000027kWKV,Daily,1/28/2025 0:00,361.53,329.53,43,32,47,0,361.53,0,47,
2132,Frederick Health,0018W000027jLD5,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,45683.42569
2133,Central Management Company LLC,0018W00001gLpV0,Daily,1/28/2025 0:00,7850.96,7850.96,968,0,968,0,7850.96,0,968,
2134,UKG Dimensions SSO,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2135,Marquis Companies,0018W000027k0CU,Daily,1/28/2025 0:00,4139.1,3890.82,498,248.28,529,9596.22,13735.32,1248,1777,45707.40486
2136,QA_Automation,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2137,Safe Federal Credit Union,0018W00001sjovr,Daily,1/28/2025 0:00,699.19,619.19,79,80,89,1527.1,2226.29,203,292,45707.0125
2138,Kansas City Care Clinic,0018W00002DLKyl,Daily,1/28/2025 0:00,646.03,391.03,47,255,81,0,646.03,0,81,
2139,Analog Devices,0011I00001ZMugp,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2140,Core Institute,0018W00002F94Wf,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2141,The Museum of Flight,0018W00001sh3ae,Daily,1/28/2025 0:00,220.76,188.76,21,32,25,502.74,723.5,62,87,45706.69583
2142,SpaceX,0018W00001ZNPbh,Daily,1/28/2025 0:00,8,0,0,8,1,0,8,0,1,
2143,Vitality Living,0018W0000253rlE,Daily,1/28/2025 0:00,4932.62,3972.05,547,960.57,667,0,4932.62,0,667,
2144,Comfort Bridge DBA Care Synergy,0018W00002DLbmd,Daily,1/28/2025 0:00,674.77,362.02,46,312.75,85,0,674.77,0,85,
2145,Tobosa Developmental Services,0018W00002F94FU,Daily,1/28/2025 0:00,721.82,600.07,72,121.75,87,0,721.82,0,87,
2147,Tropical Texas Behavioral Health,0018W00002CwDBY,Daily,1/28/2025 0:00,2059.38,1507.38,190,552,259,0,2059.38,0,259,
2148,DolFinTech,0018W00002F8yIkQAJ,Daily,1/28/2025 0:00,2168.11,1920.11,284,248,315,0,2168.11,0,315,
2149,GMT LLC,0018W00002Cvc5e,Daily,1/28/2025 0:00,261.3,245.3,25,16,27,0,261.3,0,27,
2150,Centerspace,0018W000027iKPc,Daily,1/28/2025 0:00,830.76,566.76,73,264,106,0,830.76,0,106,
2153,Kendal-Crosslands Communities,0018W000027iWRt,Daily,1/28/2025 0:00,818.79,738.29,101,80.5,111,0,818.79,0,111,
2154,Astound Broadband,0018W00001sged9,Daily,1/28/2025 0:00,5425.93,3623.43,344,1802.5,566,0,5425.93,0,566,
2155,Bright Wood,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2156,Wehah Farms Lundberg Farms,0018W000027jQcnQAE,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2157,Brightwater Senior Living,0018W00002DLiffQAD,Daily,1/28/2025 0:00,909.55,845.55,121,64,129,0,909.55,0,129,
2160,North Point Hospitality,0018W000027kLEB,Daily,1/28/2025 0:00,662,447.46,63,214.54,90,0,662,0,90,
2161,OneBlood,0018W00001shgDJ,Daily,1/28/2025 0:00,5040.69,4078.69,476,962,596,0,5040.69,0,596,
2162,Westminster Services Inc.,0018W00002EmliqQAB,Daily,1/28/2025 0:00,4463.5,3965.5,541,498,602,0,4463.5,0,602,
2163,Mountville Mills,0018W00002H49IKQAZ,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2164,Airlite Plastics,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2166,Blount Fine Foods,0018W00001gIoPvQAK,Daily,1/28/2025 0:00,2311.25,1919.25,218,392,267,0,2311.25,0,267,
2167,Jewish Senior Life,0018W00002H45qiQAB,Daily,1/28/2025 0:00,619.25,619.25,90,0,90,0,619.25,0,90,
2168,Muckleshoot Indian Casino,0011I00001Ns4TX,Daily,1/28/2025 0:00,2240.33,1832.58,231,407.75,281,0,2240.33,0,281,
2169,Samaritas,0018W00002DLQItQAP,Daily,1/28/2025 0:00,1236,540,68,696,155,0,1236,0,155,
2170,Resorts World Las Vegas,0018W00002H47qTQAR,Daily,1/28/2025 0:00,6946.17,5162.17,669,1784,892,0,6946.17,0,892,
2171,Lutheran Services Florida,0018W00002Cw46EQAR,Daily,1/28/2025 0:00,3225,2724.75,332,500.25,393,0,3225,0,393,
2173,Lakeview Methodist HealthCare Center,0018W00002H4po3QAB,Daily,1/28/2025 0:00,214,214,27,0,27,0,214,0,27,
2174,Motus,0018W00002DMPWCQA5,Daily,1/28/2025 0:00,1469.9,1245.9,149,224,177,0,1469.9,0,177,
2175,PAI International,0018W000027kMmjQAE,Daily,1/28/2025 0:00,1082.62,938.62,116,144,134,0,1082.62,0,134,
2176,Serigraph,0011I00001ZLvkVQAT,Daily,1/28/2025 0:00,435,363,39,72,48,0,435,0,48,
2177,Milestone Education LLC,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2178,Merz North America INC,0018W00001ZOIasQAH,Daily,1/28/2025 0:00,144.91,112.91,13,32,17,0,144.91,0,17,
2179,ViaPath Technologies,0018W00002H4nmWQAR,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2180,American Baptist Homes of the MidWest,0018W00002H2xirQAB,Daily,1/28/2025 0:00,2802.23,2786.23,352,16,353,0,2802.23,0,353,
2181,BHI Senior Living,0018W00002Emm8oQAB,Daily,1/28/2025 0:00,2974.58,2634.58,323,340,365,3129.61,6104.19,396,761,
2182,Greystone,0018W00002H2xaEQAR,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,45303.01319
2183,Bauer Compressors,0018W00001shY7iQAE,Daily,1/28/2025 0:00,229.98,181.98,26,48,32,567.98,797.96,87,119,45706.8
2184,Full House Resorts,0018W000027kQOWQA2,Daily,1/28/2025 0:00,3796.43,2661,342,1135.43,484,0,3796.43,0,484,
2185,Molded Fiber Glass Companies,0018W00002H39PUQAZ,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2186,Franklin University,0018W00002DM9JYQA1,Daily,1/28/2025 0:00,322,66,8,256,40,0,322,0,40,
2187,FireKeepers Casino,0018W00002Cw0ViQAJ,Daily,1/28/2025 0:00,1020.25,988.25,127,32,131,0,1020.25,0,131,
2188,Tucker Door & Trim,0018W00002H2xi3QAB,Daily,1/28/2025 0:00,475,475,58,0,58,0,475,0,58,
2189,WakeRobin,0018W00002H4VuuQAF,Daily,1/28/2025 0:00,390.13,352.06,44,38.07,50,0,390.13,0,50,
2190,Westminster Canterbury,0018W00002H45n5QAB,Daily,1/28/2025 0:00,666.75,570.75,60,96,72,0,666.75,0,72,
2191,ROCKET FARM RESTAURANTS,0018W00002H41lpQAB,Daily,1/28/2025 0:00,2244.06,1833.06,279,411,330,0,2244.06,0,330,
2193,GOSH Enterprises,0018W00002H4fsnQAB,Daily,1/28/2025 0:00,16,0,0,16,2,0,16,0,2,
2194,Lufkin,0018W00002H4pALQAZ,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2195,Word & Brown,0018W000027izXmQAI,Daily,1/28/2025 0:00,427.61,291.61,37,136,54,822.7,1250.31,104,158,45707.3875
2196,Infirmary Health System,0011I00001ZL5F8QAL,Daily,1/28/2025 0:00,8483.8,7577.1,799,906.7,912,26536.5,35020.3,2974,3886,45707.38333
2197,Chai Pani,0018W00002KPmrIQAT,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2198,JCK Restaurants,0018W00002H4pCCQAZ,Daily,1/28/2025 0:00,2429.23,1956.33,318,472.9,376,4043.95,6473.18,622,998,
2202,Bee-Clean US Holdings LLC,0018W00002KPfVCQA1,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2203,The Fifty/50 Group,0018W00002PbFyfQAF,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2204,Riverview Hospital,0018W00002H3cLPQAZ,Daily,1/28/2025 0:00,251.2,219.2,25,32,29,0,251.2,0,29,
2206,Zunker Health,0018W00002KPryIQAT,Daily,1/28/2025 0:00,88.75,88.75,12,0,12,0,88.75,0,12,
2207,Texas Finishing Company,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2208,Banner Corporation,0018W0000253BBlQAM,Daily,1/28/2025 0:00,1120.96,1048.96,135,72,144,0,1120.96,0,144,
2209,Blue Star Growers Inc,0018W00002KPbEhQAL,Daily,1/28/2025 0:00,160.54,160.54,21,0,21,0,160.54,0,21,
2210,Product Card 1,,Daily,1/28/2025 0:00,32,32,4,0,4,0,32,0,4,
2211,Product Card 2,,Daily,1/28/2025 0:00,40,40,5,0,5,0,40,0,5,
2212,Product Card 3,,Daily,1/28/2025 0:00,32,32,4,0,4,0,32,0,4,
2213,Wesco Inc,0018W000027izVbQAI,Daily,1/28/2025 0:00,1834.64,1600.07,217,234.57,246,0,1834.64,0,246,
2214,Myrtue Medical Center,0018W00002H3zqEQAR,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2215,Rosboro Company,0018W00002KQNFCQA5,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2216,25132,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2218,S Katzman Produce,0018W00002F9FVEQA3,Daily,1/28/2025 0:00,401.65,282.02,49,119.63,62,0,401.65,0,62,
2219,Beigels Bakery,0018W00002PdgunQAB,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2220,Amy's,0018W00001ZOYxRQAX,Daily,1/28/2025 0:00,133.98,125.98,21,8,22,0,133.98,0,22,
2221,Bish's RV,0018W00002PcqPVQAZ,Daily,1/28/2025 0:00,1941.39,1003.16,129,938.23,246,0,1941.39,0,246,
2222,Copper River Seafoods,0011I00001TTE72QAH,Daily,1/28/2025 0:00,138.53,122.53,17,16,19,0,138.53,0,19,
2223,The Parking Spot,0018W00002Pbr5tQAB,Daily,1/28/2025 0:00,2046.46,1790.46,243,256,275,0,2046.46,0,275,
2224,Franke Tobey Jones,0018W00002H3cjVQAR,Daily,1/28/2025 0:00,185.75,177.75,23,8,24,0,185.75,0,24,
2225,AMOCO Federal Credit Union,0018W00002KPSD4QAP,Daily,1/28/2025 0:00,877.14,733.14,97,144,115,0,877.14,0,115,
2226,AJM Packaging Corp,0018W00002541wPQAQ,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2227,Virginia Green,0018W00001gLdy2QAC,Daily,1/28/2025 0:00,382.32,58.16,7,324.16,49,0,382.32,0,49,
2228,Monarch Healthcare Management,0018W00002KPjDRQA1,Daily,1/28/2025 0:00,6178.2,5418.2,647,760,742,0,6178.2,0,742,
2229,Highland Homes,0018W00002KPtpyQAD,Daily,1/28/2025 0:00,1228.97,107.25,14,1121.72,154,297.22,1526.19,41,195,
2230,Colorado West Healthcare,0018W00002Pd5N6QAJ,Daily,1/28/2025 0:00,1013.7,923.7,108,90,119,0,1013.7,0,119,
2231,Energy Distribution Partners,0018W00002H4rYHQAZ,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2232,Midway Products,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2233,"the Track Holdings, LLC",,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2234,Agrana,0018W00002KPSEHQA5,Daily,1/28/2025 0:00,929,647.5,74,281.5,109,1646.25,2575.25,195,304,45706.57153
2235,Ecumen,0011I00000IcignQAB,Daily,1/28/2025 0:00,1912.25,1520.25,219,392,268,0,1912.25,0,268,
2236,ProAmpac,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2237,Hallmark,0018W00001ZNMgiQAH,Daily,1/28/2025 0:00,3916.99,3758.51,421,158.48,439,0,3916.99,0,439,
2238,Burgerville,0018W00002KQ844QAD,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2240,test,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2241,Warehouse Services Inc,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
2243,Prestige Administrative Services,0011I00000QNUGzQAP,Daily,1/28/2025 0:00,23513.3,20864.55,2337,2648.75,2668,0,23513.3,0,2668,
2244,American Excelsior Company,0018W00002PdmO7QAJ,Daily,1/28/2025 0:00,454.27,422.27,44,32,48,0,454.27,0,48,
2245,Mary's Woods at Marylhurst,0011I00001Fc7srQAB,Daily,1/28/2025 0:00,350.25,294.25,40,56,47,0,350.25,0,47,
2246,Acme Manufacturing,0018W00002KPnH1QAL,Daily,1/28/2025 0:00,751.41,644.91,73,106.5,86,0,751.41,0,86,
2247,Lutheran Social Services,0018W00002PbKEdQAN,Daily,1/28/2025 0:00,2123.75,1515.75,225,608,301,0,2123.75,0,301,
2248,Reser's Fine Foods,0011I00001ZLIg0QAH,Daily,1/28/2025 0:00,4421.09,4421.09,520,0,520,0,4421.09,0,520,
2249,"Ollie's Bargain Outlet, Inc",0018W00002H4RuKQAV,Daily,1/28/2025 0:00,16787.87,16779.12,2377,8.75,2378,0,16787.87,0,2378,
2250,Arandell Corporation,,Daily,1/28/2025 0:00,0,0,0,0,0,0,0,0,0,
